"性別","学歴","能力","就労期間","残業時間","平均月収"
1,2,-0.0163696513094794,16,14.7,41.8637211614562
1,2,0.320470577286181,10,20.7,38.5982089997041
1,2,-0.0103080174028029,4,27.7,34.3308366607527
1,2,-1.30524240356219,16,4.5,37.4753840680259
1,2,0.532364337119251,23,17.5,49.5507150553965
1,0,-0.140589196977324,9,28.6,29.6800176180311
1,2,-0.633451905275757,18,15.6,43.1935579243639
1,1,0.22533412640956,9,23.3,34.155922854001
1,0,1.91723308260342,20,25.9,40.9358998838133
1,2,-0.399027158468256,14,23.7,42.2471397985811
1,2,1.36464545025961,26,27.5,56.893349108634
1,1,-0.0414759874381362,15,19.8,38.1145704766776
1,1,0.0544200592423465,14,16.9,36.6323435092359
1,2,1.05535305865372,21,5.4,44.266216805192
1,0,0.376529585646651,30,20.1,45.7001812688641
1,2,-0.135022098861249,9,25.3,38.3302474832641
1,2,-0.266181098113815,17,26.4,46.0078554871354
1,2,0.162554489450565,11,15.4,37.8943229389355
1,1,-2.85855746398867,25,38.8,48.9829092218314
1,2,0.105077801394749,7,23.9,36.4016498647803
1,2,-3.75881149380866,35,22.3,57.1898662282117
1,1,0.0386461336430893,30,33.7,55.7693618152009
1,2,-0.271709457255839,27,13.8,50.836855655319
1,1,1.5823616313249,25,16.5,47.3471744063078
1,2,0.0831958752811449,15,45,50.0082183615999
1,1,0.0880204118322877,21,21.1,43.7261079053579
1,1,1.67447962038384,35,37.3,63.8942869856788
1,2,-0.856589385896693,23,6.6,44.3025741651826
1,2,-0.443397864510884,34,19.1,58.8711299461941
1,2,0.332015534378124,12,24.8,41.5661125721903
1,0,1.04915990029786,28,24,46.0603123260501
1,2,-0.302181988698015,11,10.9,36.1759341532259
1,2,0.719477675663011,24,21.2,51.9667781448549
1,2,-0.973712910085245,19,10.2,42.0120918863124
1,2,-0.141747718806613,11,28.1,40.9455620375176
1,2,1.25422405230195,23,31.8,55.4228619946414
1,1,-6.03380849318834,37,1.2,43.3882355289287
1,0,-4.51427775616931,36,33.4,49.0093330056072
1,2,0.308312346264834,11,8.6,36.2168477104217
1,2,-0.269611083568372,13,25.5,41.9748545393863
1,2,3.70383100016609,39,27.6,72.1616844326092
1,0,-0.20589199963084,25,19,40.6519543730682
1,0,1.14663026288417,37,14.5,50.2653594000831
1,0,0.574844743447877,19,22.7,37.6559167766555
1,0,-0.326412014687774,16,25.4,34.7332007595766
1,1,-0.403150790934546,26,29.8,50.2380037826525
1,2,-0.0292587747813977,6,0.5,29.7691925723951
1,2,2.9167901369754,23,4.6,47.5421627370879
1,1,0.0246990942654221,10,35.3,37.5954076115838
1,2,1.33674606037908,38,31.5,70.0648532903403
1,2,-0.384296760929161,24,25.4,52.130261103184
1,0,-0.208776658379942,21,28.2,39.8118728960599
1,0,0.691083978036447,16,30.2,37.1035379260766
1,1,-0.812812909925074,35,5.6,48.8283364005928
1,2,0.00887086793301466,15,32.1,46.1236579793157
1,2,0.106283076525214,12,16.2,38.927403129575
1,0,-0.0414195979366034,7,23.3,27.1139728866278
1,1,0.187952714238002,7,18,31.2238327786059
1,2,-1.00966901979625,19,29.7,48.0198774016807
1,2,0.393803163719656,10,17.5,37.834994881242
1,2,-0.0557606373853242,9,26.2,38.6553792739322
1,0,1.93708879581777,27,17.1,44.1432107070393
1,2,-0.0156572393416704,2,10.1,28.6863838431339
1,0,1.46762277089281,28,33.1,49.3995044720478
1,2,0.336339439575885,14,28.4,44.4832493156062
1,2,-0.637182017582062,16,38.2,48.0875898498545
1,0,-1.63823452231063,33,21.7,46.3035704542462
1,2,0.518733195130083,37,32.3,68.4122349704792
1,0,0.270989695847321,11,40.8,34.437084131694
1,2,-2.16570565900883,38,18.2,60.1047845695469
1,2,-0.36905585297857,29,7.8,50.1956338589643
1,2,2.24286675766088,27,18.6,55.481145134878
1,2,-0.008829204188681,2,18.9,30.560575781756
1,1,0.475070184237826,16,22.5,40.2951235490936
1,2,0.317199964117977,19,38.1,52.3553792437033
1,1,-1.04792817292673,22,17.7,42.2462814095213
1,2,-1.02520439296932,28,24.7,54.8562261878365
1,2,2.09953427222922,37,18.7,64.3203787184635
1,0,0.304657915400431,25,21.2,41.869365072691
1,2,0.806392576296002,17,24.1,46.5887644290344
1,2,-0.570282223289782,22,34.3,52.9873473687617
1,0,-0.0134275948011211,2,22.2,22.8252261875208
1,0,0.205160343526608,10,28.1,30.8640370265971
1,1,-0.305064170361092,16,28.8,41.0546909582231
1,2,0.0150798056887923,8,30.1,38.7716817723813
1,0,3.66537305892872,33,15.3,50.2376502065926
1,0,-0.0176508270700213,6,37.3,28.7931004045558
1,0,3.10678290789062,32,17.2,49.4856632691539
1,2,-1.03970740039035,22,19.9,47.6582745645524
1,0,1.22498918550991,26,35,47.8905901881693
1,2,0.0236779288706265,7,33.9,38.7402829287805
1,2,-0.901605851442984,25,10.1,47.1166410397397
1,2,-0.360893747294111,12,12.3,37.3403415268213
1,2,0.126204870308452,29,7.4,50.5691668073513
1,0,0.127898228071017,16,22.8,34.670468375083
1,1,0.826252571127746,39,22.6,60.5587590277232
1,0,1.59878809724744,39,24.6,56.1166707050477
1,2,-0.758256043715128,29,26.5,56.783733528365
1,0,-0.100169973438913,10,15,27.8839899051039
1,0,0.0375771102200361,9,11.1,26.4959911875885
1,1,-0.610796189626665,24,31.3,48.6396135200624
1,1,0.288851106481579,11,28.5,37.2227122165385
1,0,0.150359441993218,21,5.9,34.3989142574915
1,2,-1.157688720546,31,20,55.6960586874844
1,0,-0.173353402371523,7,12,24.9056155906897
1,2,-0.322637311261624,16,0.3,37.2464263576951
1,2,1.4461744884095,19,22.5,48.6845903240536
1,0,-1.34498937620209,35,20.2,47.797158391461
1,1,-2.24085227918868,37,20,54.2426452792663
1,2,1.56609541110571,35,23.2,63.8508622178942
1,2,0.629881064495017,27,29.8,57.8065194131843
1,2,2.12507673672019,38,23.1,67.2418526445041
1,2,-0.240020493574319,21,14.8,46.0047262042133
1,0,1.16280140232353,23,13.7,39.1226638121336
1,0,-0.388010733020224,13,19.7,30.9164171078195
1,2,-0.0187569583668093,14,24.1,42.8141541738109
1,1,-0.00137867876673213,1,10.6,24.6535445075953
1,0,0.533159331966101,20,19.2,37.5238645027375
1,1,0.311821381624723,35,30.7,59.6016577224355
1,1,0,0,19.9,25.4979226589965
1,2,0.0362741652540378,3,14,30.4384972262444
1,1,0.0134944988284044,7,18.2,31.0676268085014
1,2,-1.00593456850309,31,32.1,60.5293506692011
1,2,-1.35603932266334,29,26.5,56.0593822013812
1,2,-0.78333032050923,39,33.4,69.2169250909241
1,2,-0.0491962231852871,19,22.4,46.8886210075645
1,1,0.0350988201640335,3,25.1,29.0832801910982
1,2,-1.49446805736682,26,15.4,49.1730135015701
1,2,-1.92642862330793,30,27.1,56.5361615357553
1,2,-0.0199695637270744,5,15.9,32.5488741877649
1,1,0.294507021835802,16,6.8,35.8203575151922
1,1,0.130224052692355,9,22.3,33.8137986482104
1,2,-0.00711080007925522,2,40.5,35.1450273638452
1,2,0.0636765535039256,16,29,46.2426747961662
1,0,-0.000755844698411239,3,32.7,25.3504848382543
1,2,0.189553504236005,9,24.6,38.5402902907829
1,1,0.00853038026645562,2,14.9,26.2624030445839
1,0,-0.445734785244318,27,19,41.9882300524064
1,2,0.012967771004154,12,18.3,39.3987372677234
1,2,0.0204480785456622,4,16.3,31.8052715339651
1,2,-0.0291372551986989,3,28,33.4206754393877
1,0,-0.744185303060975,35,9,44.7583900586556
1,2,1.01302041250488,30,29.7,61.1385453905441
1,2,-1.11564537102962,33,29.6,61.3603796930286
1,1,-0.178439848221805,39,9,53.9079235375724
1,0,-0.000658110697836297,4,27.4,25.3527292955572
1,2,-0.0226701472606371,4,45.3,38.2667852884144
1,2,-1.9938836017369,32,15.4,53.8679875434633
1,2,-0.376070142912684,31,29.4,60.2679402262018
1,0,0,0,13.2,19.8983700862895
1,2,1.56943308166046,31,32.1,63.7652272804564
1,1,2.51917219454218,29,23.5,54.2677559798709
1,1,-0.0145897152997446,25,37.5,52.2906027237883
1,2,0.281790788087631,19,6.4,42.1523777251583
1,0,-0.00496333379600727,6,20.5,25.8303694534937
1,2,0,0,15.7,28.1359859379994
1,0,0.13860895689381,18,19,35.4049046598419
1,2,0.185297831967854,20,14.7,45.5755173759909
1,2,0.557835147167436,16,12.7,41.8975387774729
1,2,-0.69793260901928,19,26.8,47.4991160173652
1,1,2.38411737423615,29,10.1,49.2301846919078
1,1,0.00273419285579706,2,35.8,30.173871010563
1,2,0.0693922914166346,14,9.1,38.6060707018664
1,2,-1.12325760597484,32,22,57.4210211785294
1,1,-0.349422861217564,33,26.3,55.3520918299775
1,2,0.0731659980387166,10,26.9,39.9384277857284
1,1,-0.791971400970585,14,18,35.9478793083817
1,2,-1.36148598785521,34,21.8,58.8949761842825
1,0,1.32633459293733,34,30.6,53.6701651981138
1,2,-0.083028041568636,12,6.4,36.0297094187538
1,2,-0.0564264390904535,6,13.2,32.7478238885222
1,0,-0.975817047553828,28,24.2,43.7055606086398
1,2,0.00738539562272016,4,16.6,31.8579270828018
1,0,-0.00320093676931002,1,34.7,23.8803954797704
1,2,2.7293315072789,40,27.7,71.9713775503568
1,0,-0.00424668780358243,1,21.7,21.9371870520068
1,1,-0.193161676924519,14,5.9,33.5365726320092
1,1,-2.11000133588102,37,21.3,54.8815420609369
1,0,-1.5279434599669,25,17.8,38.8034931524699
1,2,-0.255370462301568,11,20,38.649754104285
1,0,0.440677358347244,30,9.2,42.3398003345121
1,2,-0.255384426161389,33,26,60.9719917716638
1,2,-0.0995507150008967,13,10.6,38.0080808160073
1,2,-1.81758525730101,20,18.7,44.5768471147705
1,1,-2.03288633677389,28,24.8,48.4136366645685
1,2,-0.173795613138447,26,13.2,49.8633304487549
1,0,-1.16215073892787,26,26.8,42.5403609277127
1,1,-2.3728236795086,39,7.8,51.0946034162075
1,2,0.593883139754954,17,7.1,41.0579624805368
1,2,0.0085948750196187,5,25.6,34.8215065784433
1,2,-0.901318552202717,21,29.4,49.9870965529846
1,1,-0.0743327402113816,9,18.1,32.6165651297325
1,2,-0.201376515298681,19,26,47.8487625914625
1,2,-0.299697952494177,15,9.4,39.1341054930679
1,1,-2.87100707403884,39,19.7,55.0910044363593
1,2,-0.0259661648848884,16,1.6,37.9328326057781
1,1,0.117549611621618,9,32.8,36.2055396025228
1,2,0.27760449868609,25,39.6,58.9450153180211
1,0,-0.00979699720606524,5,31.7,26.933151510213
1,0,1.15495098412169,39,20.7,54.1380564920421
1,2,0.685517114639721,21,20.7,49.0226616038778
1,2,-0.0134809162618963,7,5.8,31.8574316012012
1,2,0.557780278605064,25,28.9,55.4618219057358
1,2,-3.41158197455823,39,18.9,59.8620381970689
1,0,-0.356339658071244,27,14.4,40.7481083199071
1,2,-0.237825990352544,17,6.9,40.1183149545705
1,1,0.0647444600065103,13,18,36.0928189269298
1,0,0.761883340426118,33,12.5,46.0427202032843
1,2,-0.00871340705479242,6,17,33.7014229949911
1,1,-0.0960138857684769,8,8.8,29.6946658665904
1,2,-2.35916510949674,36,37.9,66.0797326401842
1,0,0.0785278475836437,12,20.8,30.8789223764246
1,2,0.597742329671236,15,31.7,46.744358116269
1,2,-1.48107415244747,31,5,49.6044438184519
1,2,-0.0482189114570116,8,16.5,35.3038327660834
1,0,0.000647459381167822,1,14.2,20.822325263178
1,2,-0.277996742703652,16,8.8,39.8176762252111
1,1,0.0859301858372191,19,36.5,46.4416400914225
1,2,-0.0269322867052176,17,6.8,40.3102877552443
1,0,-0.297894467454877,14,24.2,32.8197066342357
1,2,1.99421289226482,35,29.5,67.0912669057021
1,2,0.536880012541639,18,22.8,46.7864746456988
1,2,0.884303964650124,21,12.2,46.3840267863881
1,0,3.77616672885976,39,30.4,60.9962327927567
1,2,-0.952770222449663,31,22.7,56.9740987129162
1,2,-0.0582039727616859,8,10.4,33.7728049652639
1,0,0.0736494411827432,12,7.1,27.975430449751
1,2,1.87641737057445,39,41.9,76.4776245280295
1,0,-0.351771511659048,23,14.2,37.5771262554745
1,2,-0.74600306323685,30,2.4,48.5677840304691
1,2,-0.272373987064213,15,26.3,44.0822006704958
1,2,2.78891073304876,31,24.1,61.9757080218509
1,2,-2.37687072724804,22,7.5,42.1670655906302
1,1,-0.449184127687134,37,1.6,49.1815997121635
1,2,0.0036661453574192,7,19.8,35.2829421894456
1,2,-0.251035487101603,11,32.4,41.9567884999382
1,2,0.0120743770922123,4,27.4,34.2907419860114
1,1,-0.246494683278327,8,16.1,31.1430054413559
1,2,2.8439521681088,39,12.7,64.17600228424
1,0,-0.468978314398337,12,23.7,30.8412582943326
1,2,-3.62712136697062,29,22.6,51.9366230969672
1,1,-1.43672151711737,31,27.3,52.614631172102
1,0,0.00507755140910394,4,17,23.6309509804116
1,2,-0.12757425866403,10,30,40.5037837809659
1,2,-0.132502464013589,11,12.7,36.8414190660841
1,0,0.0104384333588201,4,17.7,23.7534294869738
1,2,-0.0518321469231968,5,28.4,35.3940928053569
1,2,-0.268943992252899,40,30.9,69.7395381956617
1,2,1.48287307835946,39,1.6,57.6302987489042
1,2,0.0799821685285295,5,22.1,34.0970931139143
1,2,1.21661703078631,36,27.1,66.0530753364296
1,0,1.7760845530756,23,6.5,37.7392560902679
1,2,0.227140945182363,16,25.8,45.4799456462506
1,2,-0.00205610315078531,18,12.7,42.9991286802463
1,2,-3.46387309199612,28,31.2,54.1889677479665
1,1,-0.0215804945054436,3,26.4,29.2662644635088
1,1,-0.122405161021498,14,28.7,39.4577815749859
1,1,1.01666137015213,27,22.2,50.3052158797189
1,2,-0.106718217971423,13,29.6,43.3185577547678
1,2,1.15917774298131,33,34.8,66.3294380933788
1,2,-0.168714924639959,9,40.7,42.2088058692811
1,1,-0.214694032234946,20,20.7,42.4030099748978
1,1,0.051411590564094,11,1.5,30.4419270698374
1,2,-0.045034428054778,8,21.3,36.5037924070557
1,2,0.319008436502991,38,23.1,65.1024495908911
1,1,-0.221947353541952,13,19.4,36.1146507715882
1,0,0.264596052559104,19,26.7,38.2981747886036
1,2,-0.000158702254846729,1,31.1,32.1856663565489
1,1,-0.0445864424841457,22,15.8,42.8144191040862
1,2,-2.57937776722796,26,18.1,48.8757681453094
1,0,-0.759753377794032,24,25,40.8395927835606
1,2,-0.492916191357285,13,15.5,38.9378300457309
1,2,-4.07453596905023,36,21.9,57.5802456087526
1,2,-0.604377164246653,25,1.4,44.3866253283233
1,2,-0.0453365001847772,12,9.8,37.0014939751923
1,2,0.142151157595543,16,7.7,39.9367130297071
1,2,0.0769193587606143,6,12.5,32.7288072780999
1,0,1.06589467414085,35,14.1,48.4738454164338
1,2,2.86142096052554,38,24.8,68.8951189456728
1,2,-0.545131645750823,23,30.8,52.8276100074201
1,2,-0.101862859224758,13,13.7,38.8734078249285
1,2,3.39954800530344,40,11,64.837603518713
1,2,0.000191453068057336,9,10.6,34.7320325317076
1,2,-2.05615769150068,25,16.9,48.1749140168218
1,2,-0.0265203524318691,4,18.6,32.2684454628827
1,0,0.712189885315624,19,25.8,38.6110593247623
1,2,-0.0191327880470849,4,17.8,32.097315249447
1,1,0.0235033324641385,6,0.2,26.445694932548
1,2,0.00336954414909193,11,20.1,38.9766719397819
1,2,-0.514107829036684,23,32.9,53.5781121487892
1,2,-0.57762049833418,29,32.9,59.4081056570254
1,1,0.0375816891757131,7,13.1,29.9890112204014
1,2,0.502675086123617,35,5.5,55.1230227449098
1,0,1.8952690507942,28,45.6,53.8847246972964
1,2,-0.352115269458493,30,19.4,55.4953836421147
1,1,-0.0650737662246496,6,20,30.5199320237682
1,0,0.0636670078293066,14,25.2,33.4738013047077
1,2,1.00676138877235,27,4.9,48.9094198324044
1,2,1.97038822644052,21,13.7,48.0955170112139
1,1,-0.177943086925686,14,5.6,33.4757059919591
1,2,-0.063898731013594,10,14.1,36.424012965157
1,2,0.00691154638728968,2,22.2,31.279163354711
1,2,0.203205288138526,9,7.4,34.1283804170313
1,2,-1.67141603979669,36,26.9,62.457568528192
1,2,1.3324313717657,32,23.9,61.0870071929961
1,1,-0.99590033542603,30,12,47.017627916211
1,2,-0.0678206438569688,6,23.3,35.1248333909635
1,2,0.0305128961527898,5,28.5,35.5182375489201
1,0,0.317156488010866,39,31.6,57.1344315361184
1,2,0.220303073002525,17,18.9,44.2910870940935
1,2,-0.410313593404415,19,20.1,45.7386628908763
1,2,0.172210275886099,7,20.1,35.5515729040845
1,2,0.689079343100929,23,35.4,55.9690394641122
1,2,-0.0887008715568899,11,32.3,42.1343876698997
1,2,0.111452310347422,9,29.3,39.6534365920123
1,2,-1.86432914278308,28,18.1,51.4798226830049
1,0,-0.0326348214656721,11,24.7,30.732752841604
1,2,2.81366418880827,32,25,63.3149042393053
1,2,-0.00591583774931809,4,10.6,30.4951107851323
1,0,1.94136457475035,33,3.7,44.3137602996351
1,2,-0.125574675304447,17,27.4,46.4828054293349
1,2,-4.04949984034255,30,5.7,46.3702976261807
1,1,-1.16503269457141,26,21,46.495330947279
1,1,0.141298868169479,18,23.5,41.9057038170508
1,2,1.77018291144479,25,26.6,56.1038906890449
1,2,0,0,22.9,29.5741450942793
1,0,0.0437688299031008,9,13.7,27.0084351208081
1,2,-1.48103698297038,28,30.9,56.5573647206587
1,1,-0.161204651426246,9,38.4,37.1248207671199
1,2,-1.65740906363,33,29.8,60.7689221116962
1,2,0.386001944788631,12,1.6,35.190182218931
1,2,1.4434143614287,28,35,61.7854877287186
1,1,1.5912883079408,37,20.4,58.8488616658985
1,2,0.0546007825508104,5,26.2,35.0157268651877
1,2,-0.0207751814566802,5,27.2,35.1553107490673
1,2,1.08418441766205,27,20,54.6776111382856
1,1,0.118618832204551,17,20.2,40.1013105900388
1,2,-2.23691258404586,33,31.2,60.5939816903051
1,2,-2.47495107446701,39,28.1,64.8318807792201
1,2,0.000882014844512873,3,30.9,34.0909080156331
1,0,0.130447415396104,18,44.8,41.7301601367907
1,2,-0.493298287063181,28,27.6,56.5669715058184
1,2,-0.0175598118980644,3,23.1,32.3651724375838
1,0,-6.55021317659059,40,1.1,39.7965011531134
1,2,0.0832594151164404,10,47.9,45.4680159346441
1,1,-0.00231252103756706,2,16.2,26.4939174019346
1,2,0.783846432686582,27,44.7,63.5737915872175
1,2,-2.9087496764639,31,24.7,55.4027610537322
0,1,-0.296931809728995,11,2.5,30.3269693605784
0,1,-0.0263759891466194,11,1.8,30.4351238767813
0,1,0,0,6.5,23.1425375519335
0,1,-0.00388254474981475,1,8.5,24.2695178896512
0,1,1.20285092902037,28,9.2,46.8508585076956
0,1,0.213427825568976,11,11.5,33.0222662723095
0,1,-0.0181496505144592,3,7.2,25.5623690656592
0,1,-0.388321757764354,27,6.1,43.3355983227537
0,1,-0.108793417881323,7,4.4,27.9504340426598
0,1,0.0154887828566062,5,5,26.6907959410084
0,1,-0.0558426842665291,31,18.4,51.1270855245022
0,1,-1.63597658241621,31,0,42.9940234175838
0,2,-0.25618492825779,13,12.2,38.2841230285595
0,1,-0.0519878180715464,5,2.5,26.1093179541785
0,0,0.00341761377858424,2,0.2,19.4344233945612
0,1,0.00447205042794646,2,9.4,25.2267446397058
0,2,0.00294849146231055,2,1.8,26.9449659673702
0,1,-0.323467520822253,14,12,34.9546851617451
0,0,-0.0314752416395199,3,17.7,22.9065951340634
0,1,0.375235467537927,19,8.6,38.7357198476979
0,0,-0.00138669749951808,2,0.8,19.5226057173455
0,1,-0.000308514616230957,2,14.9,26.2525119003104
0,0,0.454694744738453,15,24,34.5068893266634
0,1,-0.174946845609716,10,38.9,38.1771829698727
0,1,0.725739424104823,18,7.1,37.900309174114
0,1,-0.00323605003681553,2,13.5,25.9868559388135
0,1,-0.452431455609968,18,17.2,39.4544763341272
0,1,-0.10312774763109,16,2,34.1134154331354
